,Año,Trimestre,Provincia,vmd_prov,kpi_2
102,2018,1,Chaco,12.416162096257569,-0.6227417972379039
103,2017,4,Chaco,11.663326284582931,6.454726493159739
104,2024,1,Chubut,18.504473130375683,
105,2023,4,Chubut,18.313453934300995,1.0430539032121626
106,2023,3,Chubut,17.356477473403622,5.513655995946214
107,2023,2,Chubut,18.492983442117723,-6.145606371580429
108,2023,1,Chubut,16.13749496921548,14.596369990482808
109,2022,4,Chubut,14.028475115401253,15.033849627026296
110,2022,3,Chubut,18.492983442117723,-24.14163372119051
111,2022,2,Chubut,13.080497724271368,41.378285688649896
112,2022,1,Chubut,12.1847611228937,7.351285694839644
113,2021,4,Chubut,8.18956747012002,48.78393965676835
114,2021,3,Chubut,7.395828892904285,10.732246360881398
115,2021,2,Chubut,7.391745240130138,0.05524612444671395
116,2021,1,Chubut,7.281690584857186,1.5113887906994978
117,2020,4,Chubut,7.134183926355936,2.0676038075821617
118,2020,3,Chubut,7.1776673767755925,-0.6058159028147996
119,2020,2,Chubut,7.3255738845530844,-2.019043287371271
120,2020,1,Chubut,6.786602930251754,7.941689823915141
121,2019,4,Chubut,6.694195292501717,1.3804144294019138
122,2019,3,Chubut,6.703887961350485,-0.1445827988869918
123,2019,2,Chubut,5.749426303829492,16.60098950890561
124,2019,1,Chubut,5.891730569196159,-2.4153220126982484
125,2018,4,Chubut,5.996792510352887,-1.7519689229758952
126,2018,3,Chubut,6.009825422225649,-0.21686007424714138
127,2018,2,Chubut,5.06268644843085,18.708228989538934
128,2018,1,Chubut,5.141420227105629,-1.5313624484474773
129,2017,4,Chubut,5.408238076890145,-4.933544825340645
130,2024,1,Córdoba,113.33257093381162,
131,2023,4,Córdoba,112.2290215639367,0.9833012481947336
132,2023,3,Córdoba,109.7339086590345,2.2737847720844626
133,2023,2,Córdoba,113.33430023840766,-3.1767889966227862
134,2023,1,Córdoba,106.07409481586176,6.844466064168814
135,2022,4,Córdoba,106.94887723834384,-0.8179444656838839
136,2022,3,Córdoba,113.34094565731691,-5.639681566006431
137,2022,2,Córdoba,52.81021953849976,114.61934195272372
138,2022,1,Córdoba,49.23499799462644,7.261545017760581
139,2021,4,Córdoba,45.76859926021262,7.573748793809424
140,2021,3,Córdoba,41.517892318026846,10.238253208099724
141,2021,2,Córdoba,39.168008477999315,5.999497884472378
142,2021,1,Córdoba,35.665427461984606,9.820661815277756
143,2020,4,Córdoba,34.59272288830964,3.1009544323482023
144,2020,3,Córdoba,33.0581321725658,4.642097465559054
145,2020,2,Córdoba,30.655240286538156,7.838437616432062
146,2020,1,Córdoba,29.039479926602244,5.564012730323589
147,2019,4,Córdoba,25.826612296203734,12.440143498304538
148,2019,3,Córdoba,22.954523527781646,12.512081834092639
149,2019,2,Córdoba,18.21751107115809,26.002522727285076
150,2019,1,Córdoba,15.595456567231766,16.812938387681616
151,2018,4,Córdoba,15.626711390554412,-0.20000896248418715
152,2018,3,Córdoba,14.634597951665477,6.779232625082325
153,2018,2,Córdoba,13.667641321435534,7.0747878693116135
154,2018,1,Córdoba,13.203980162214929,3.511525718187894
155,2017,4,Córdoba,11.958514068434551,10.414890066215538
156,2024,1,Corrientes,98.44182606052162,
157,2023,4,Corrientes,96.79441333901876,1.7019708727742993
158,2023,3,Corrientes,94.66582212239331,2.2485319082460395
159,2023,2,Corrientes,98.44182606052162,-3.8357719368257563
160,2023,1,Corrientes,89.37748493185582,10.141638171600755
161,2022,4,Corrientes,89.84570695965984,-0.5211401230492253
162,2022,3,Corrientes,98.44182606052162,-8.732181680149784
163,2022,2,Corrientes,41.189512086456965,138.99731041701054
164,2022,1,Corrientes,36.20930777539312,13.753934049101755
165,2021,4,Corrientes,33.9086444464065,6.784887354087191
166,2021,3,Corrientes,30.954204440326112,9.544551570614553
167,2021,2,Corrientes,29.183123558891435,6.068853040561758
168,2021,1,Corrientes,24.866141630799603,17.360883695541844
169,2020,4,Corrientes,24.43720850874191,1.7552459885270881
170,2020,3,Corrientes,22.881156194536068,6.800584292927566
171,2020,2,Corrientes,21.21484481685259,7.854459422487964
172,2020,1,Corrientes,19.675811248758098,7.8219573700760785
173,2019,4,Corrientes,18.410490222604846,6.872826366131523
174,2019,3,Corrientes,15.680531044085173,17.409864314190024
175,2019,2,Corrientes,13.064680571162333,20.022307156110703
176,2019,1,Corrientes,12.049695550812029,8.423325021534707
177,2018,4,Corrientes,12.140754068051013,-0.7500235712591307
178,2018,3,Corrientes,11.493394063706564,5.632452874722706
179,2018,2,Corrientes,10.879222516001919,5.645362495355515
180,2018,1,Corrientes,11.137624443973735,-2.320081174146882
181,2017,4,Corrientes,10.402267225474827,7.069201382349047
182,2024,1,Entre Ríos,96.58655830343413,
183,2023,4,Entre Ríos,96.30586979510241,0.2914552445545697
184,2023,3,Entre Ríos,96.21115757280262,0.09844203592303949
185,2023,2,Entre Ríos,96.58655830343413,-0.38866767511495887
186,2023,1,Entre Ríos,86.56386847255872,11.578375606044757
187,2022,4,Entre Ríos,87.40006435303755,-0.9567451542153975
188,2022,3,Entre Ríos,96.58655830343413,-9.511151563695334
189,2022,2,Entre Ríos,37.5414217752235,157.2799689946189
190,2022,1,Entre Ríos,33.368210020677346,12.506549652978476
191,2021,4,Entre Ríos,31.23258995796956,6.8377936814773985
192,2021,3,Entre Ríos,28.151155210753718,10.946033028295533
193,2021,2,Entre Ríos,25.895467325487516,8.710744073137654
194,2021,1,Entre Ríos,22.65618082019979,14.297584094136662
195,2020,4,Entre Ríos,22.62844473908667,0.12257175176166506
196,2020,3,Entre Ríos,20.968736777158945,7.915154735194305
197,2020,2,Entre Ríos,19.176090554561256,9.348340411186093
198,2020,1,Entre Ríos,17.892567210324284,7.173500197871882
199,2019,4,Entre Ríos,15.9987808224909,11.837066891816661
200,2019,3,Entre Ríos,13.652410546740473,17.18649074987439
201,2019,2,Entre Ríos,11.297596632125458,20.843494340371002
202,2019,1,Entre Ríos,10.104755982502788,11.804744732957154
203,2018,4,Entre Ríos,10.343508356338972,-2.308233972565669
204,2018,3,Entre Ríos,10.496668018845792,-1.4591264792964371
205,2018,2,Entre Ríos,10.16098832412431,3.3036126409525455
206,2018,1,Entre Ríos,10.600606813378851,-4.147106830711868
207,2017,4,Entre Ríos,9.775883854696923,8.436300706310881
208,2024,1,Formosa,83.39678682355942,
209,2023,4,Formosa,82.8778374245992,0.6261618486755859
210,2023,3,Formosa,79.81879629448413,3.8324821622579033
211,2023,2,Formosa,83.39678682355942,-4.290321804178334
212,2023,1,Formosa,73.11313306550791,14.065398823543187
213,2022,4,Formosa,71.22125517464424,2.6563388783650685
214,2022,3,Formosa,83.39678682355942,-14.599521291719142
215,2022,2,Formosa,28.21832436175071,195.54124388973943
216,2022,1,Formosa,29.95257527315392,-5.789989326752794
217,2021,4,Formosa,27.703546577716487,8.118197751786953
218,2021,3,Formosa,25.871985680462164,7.079320929886994
219,2021,2,Formosa,23.214088650074682,11.449499786324502
220,2021,1,Formosa,20.176480369332754,15.055194093014068
221,2020,4,Formosa,19.039200175277855,5.973361189466572
222,2020,3,Formosa,17.637476965595724,7.947413410752466
223,2020,2,Formosa,16.40813243761996,7.492287941052732
224,2020,1,Formosa,15.663431454749762,4.754392324705944
225,2019,4,Formosa,14.450064310333754,8.396967088570575
226,2019,3,Formosa,13.262965093561412,8.950481347105608
227,2019,2,Formosa,10.813431798250305,22.65269103290096
228,2019,1,Formosa,9.825089957835713,10.059366831815806
229,2018,4,Formosa,9.830164365985311,-0.05162078639454688
230,2018,3,Formosa,9.316833834837848,5.509710060814857
231,2018,2,Formosa,8.97337500561117,3.8275323277129196
232,2018,1,Formosa,11.13419709158416,-19.407075949879303
233,2017,4,Formosa,10.170901575417252,9.471092695412192
234,2024,1,Jujuy,46.72584672985862,
235,2023,4,Jujuy,45.42504138281647,2.863630516216157
236,2023,3,Jujuy,43.78361505235267,3.7489511281814396
237,2023,2,Jujuy,46.72584672985862,-6.296796919521221
238,2023,1,Jujuy,41.99606194217713,11.262448355738115
239,2022,4,Jujuy,38.869710061073604,8.04315719410121
240,2022,3,Jujuy,46.723842949233806,-16.8096894270744
241,2022,2,Jujuy,28.769233432193836,62.409064737012066
242,2022,1,Jujuy,27.106810495326542,6.132860733113218
243,2021,4,Jujuy,26.590566510117192,1.9414553842353421
244,2021,3,Jujuy,25.419522337573543,4.606869306952652
245,2021,2,Jujuy,25.25837086045347,0.6380121584657836
246,2021,1,Jujuy,26.20087423046281,-3.5972210763621115
247,2020,4,Jujuy,24.53700734050694,6.781050626369881
248,2020,3,Jujuy,21.281199272918073,15.298987739530858
249,2020,2,Jujuy,13.079115272064126,62.71130600380057
250,2020,1,Jujuy,11.657620295677498,12.193697687286146
251,2019,4,Jujuy,10.90015679391546,6.949106476934889
252,2019,3,Jujuy,10.013531463685085,8.854272176062924
253,2019,2,Jujuy,9.043656970242006,10.724361800037684
254,2019,1,Jujuy,4.763023072513614,89.87220579364843
255,2018,4,Jujuy,4.424822207182719,7.643264508614635
256,2018,3,Jujuy,7.663386002002893,-42.26022014255509
257,2018,2,Jujuy,6.28723439611814,21.88802769520436
258,2018,1,Jujuy,6.7540941139368815,-6.9122477410462775
259,2017,4,Jujuy,6.64869690011481,1.5852311423649215
260,2024,1,La Pampa,26.19912240271697,
261,2023,4,La Pampa,25.26998963124145,3.6768229232940652
262,2023,3,La Pampa,23.88468043128393,5.799990516695618
263,2023,2,La Pampa,26.19912240271697,-8.834043888405295
264,2023,1,La Pampa,17.16376895213898,52.64201281066527
265,2022,4,La Pampa,16.41788775796223,4.543100824982909
266,2022,3,La Pampa,26.19912240271697,-37.33420720894216
267,2022,2,La Pampa,15.638390147677244,67.53081458712873
268,2022,1,La Pampa,14.45468494149382,8.18907648955712
269,2021,4,La Pampa,13.461986019606194,7.374089680689375
270,2021,3,La Pampa,12.454817419168648,8.086578602810004
271,2021,2,La Pampa,11.768527117654887,5.831573438652347
272,2021,1,La Pampa,10.460699634416354,12.502294578229733
273,2020,4,La Pampa,9.618765034315496,8.753042590157968
274,2020,3,La Pampa,10.237815949218543,-6.046708770441411
275,2020,2,La Pampa,7.928466835172422,29.127310009059265
276,2020,1,La Pampa,7.159410825060296,10.74188964572583
277,2019,4,La Pampa,6.413098352857887,11.637315243572212
278,2019,3,La Pampa,5.617651010701546,14.159785658472284
279,2019,2,La Pampa,5.3303010318876565,5.390877121101885
280,2019,1,La Pampa,5.12093644140782,4.088404393909624
281,2018,4,La Pampa,4.3784710869260595,16.957182992454435
282,2018,3,La Pampa,4.243002613156885,3.1927501847184354
283,2018,2,La Pampa,4.121674087914488,2.943671009751959
284,2018,1,La Pampa,3.825238239757208,7.749474139317787
285,2017,4,La Pampa,3.80405988703352,0.556730265889774
286,2024,1,La Rioja,63.710454398396024,
287,2023,4,La Rioja,64.25788702819165,-0.8519306424679809
288,2023,3,La Rioja,63.91346858074594,0.5388824219586501
289,2023,2,La Rioja,63.710454398396024,0.31865128614594995
290,2023,1,La Rioja,63.19743195416932,0.8117773592426184
291,2022,4,La Rioja,61.051657833113076,3.5146860825987614
292,2022,3,La Rioja,63.710454398396024,-4.17325004253915
293,2022,2,La Rioja,43.23598870161572,47.35514628352926
294,2022,1,La Rioja,41.319894997805534,4.637218230859362
295,2021,4,La Rioja,39.63421600423443,4.253090292970619
296,2021,3,La Rioja,38.79939274586173,2.151640011071415
297,2021,2,La Rioja,38.452159358839246,0.9030270154195219
298,2021,1,La Rioja,12.697729497605838,202.82704767091957
299,2020,4,La Rioja,12.534855583765964,1.2993680920489754
300,2020,3,La Rioja,12.194240231108408,2.7932478465416914
301,2020,2,La Rioja,11.668663483846228,4.504172632879284
302,2020,1,La Rioja,7.962418947150687,46.54671603309446
303,2019,4,La Rioja,8.00133961879107,-0.48642694217075433
304,2019,3,La Rioja,8.002465929907201,-0.014074550594735532
305,2019,2,La Rioja,7.894163486005089,1.3719305926981638
306,2019,1,La Rioja,7.092792286992043,11.298388090156482
307,2018,4,La Rioja,7.092970126425432,-0.002507263251071399
308,2018,3,La Rioja,6.155657194632942,15.226853967919524
309,2018,2,La Rioja,5.591538654038654,10.088789070372192
310,2018,1,La Rioja,5.890820604111634,-5.08047978687535
311,2017,4,La Rioja,5.877588849506658,0.22512215372272382
312,2024,1,Mendoza,50.8997774399614,
313,2023,4,Mendoza,48.54705664587725,4.846268665154901
314,2023,3,Mendoza,46.09105352624974,5.328589675713899
315,2023,2,Mendoza,50.8997774399614,-9.447436031294574
316,2023,1,Mendoza,38.45607178374098,32.358233899182466
317,2022,4,Mendoza,35.95804473064388,6.947060308227091
318,2022,3,Mendoza,50.8997774399614,-29.35520244060394
319,2022,2,Mendoza,29.298830663681045,73.72631018703753
320,2022,1,Mendoza,25.886417130294166,13.18225506531541
321,2021,4,Mendoza,22.201175498062312,16.599308593157584
322,2021,3,Mendoza,13.362545168966042,66.14481161585611
323,2021,2,Mendoza,13.463055623043397,-0.7465649470044619
324,2021,1,Mendoza,12.596828976398093,6.87654526602131
325,2020,4,Mendoza,10.96084802717994,14.925678607725992
326,2020,3,Mendoza,10.185284761391419,7.6145467108429825
327,2020,2,Mendoza,9.16161797160808,11.173428022819643
328,2020,1,Mendoza,8.440867710216997,8.538817170640797
329,2019,4,Mendoza,7.496011142211217,12.604791402792134
330,2019,3,Mendoza,6.065671315922028,23.580898993564517
331,2019,2,Mendoza,6.02629690452623,0.6533765597613447
332,2019,1,Mendoza,5.745964885474977,4.878763177963286
333,2018,4,Mendoza,5.746615431596092,-0.011320509069355434
334,2018,3,Mendoza,5.784804302778838,-0.6601583940255601
335,2018,2,Mendoza,4.891194165770931,18.2697743479799
336,2018,1,Mendoza,4.892569191796025,-0.028104375660135864
337,2017,4,Mendoza,5.71002586675844,-14.31616413020703
338,2024,1,Misiones,90.98490070893975,
339,2023,4,Misiones,89.47995860891616,1.6818761691666955
340,2023,3,Misiones,87.3626425951759,2.4235942856623036
341,2023,2,Misiones,90.98490070893975,-3.9811640014329788
342,2023,1,Misiones,85.92274456826703,5.891520535230047
343,2022,4,Misiones,87.03647707347976,-1.2796157917472524
344,2022,3,Misiones,90.98490070893975,-4.339647133419397
345,2022,2,Misiones,44.07385675538132,106.43734723267823
346,2022,1,Misiones,39.82775467033608,10.661163603600691
347,2021,4,Misiones,37.00855800201015,7.617688503758517
348,2021,3,Misiones,29.266101559345987,26.45537338467837
349,2021,2,Misiones,27.161756915275078,7.747454079038165
350,2021,1,Misiones,23.69093393668793,14.650426985540696
351,2020,4,Misiones,23.769337990364296,-0.3298537540597438
352,2020,3,Misiones,22.66158554607294,4.888238918848824
353,2020,2,Misiones,21.170249308821433,7.04449066941352
354,2020,1,Misiones,20.34504703066567,4.056035244902378
355,2019,4,Misiones,18.598519935499546,9.390677866965502
356,2019,3,Misiones,15.923847687906605,16.796645509390455
357,2019,2,Misiones,13.140286193215022,21.183416051690507
358,2019,1,Misiones,11.75045171252776,11.827923850837914
359,2018,4,Misiones,12.623536848623498,-6.916327385624435
360,2018,3,Misiones,12.640723052146388,-0.13595902269191468
361,2018,2,Misiones,11.8981318360387,6.241242123897339
362,2018,1,Misiones,12.107497440652102,-1.7292227864565615
363,2017,4,Misiones,11.348149574089225,6.691380489878853
364,2024,1,Neuquén,86.10708103698111,
365,2023,4,Neuquén,87.42283848943369,-1.5050500248989298
366,2023,3,Neuquén,88.77426625190992,-1.5223192705883495
367,2023,2,Neuquén,86.10708103698111,3.097521345292508
368,2023,1,Neuquén,92.09530005236516,-6.502198279368393
369,2022,4,Neuquén,94.02682776876014,-2.054230438513975
370,2022,3,Neuquén,86.10708103698111,9.197555690428839
371,2022,2,Neuquén,41.14934964931344,109.25502291241625
372,2022,1,Neuquén,40.778727236285654,0.9088621400081421
373,2021,4,Neuquén,37.980865853823936,7.366502367875924
374,2021,3,Neuquén,36.81219817036099,3.1746750847491754
375,2021,2,Neuquén,34.635295580470164,6.285214413236657
376,2021,1,Neuquén,32.7588216459639,5.728148450472299
377,2020,4,Neuquén,32.45105045254817,0.9484167357410301
378,2020,3,Neuquén,31.265422107014352,3.792139256830377
379,2020,2,Neuquén,29.100147623878513,7.440768037063476
380,2020,1,Neuquén,27.76828207897622,4.796355572571296
381,2019,4,Neuquén,26.083840662973934,6.4577967553426845
382,2019,3,Neuquén,23.626284673220592,10.401787770460917
383,2019,2,Neuquén,17.183651921292906,37.49280293523857
384,2019,1,Neuquén,15.035790252271493,14.284993558598828
385,2018,4,Neuquén,15.017643072618371,0.12083906619281244
386,2018,3,Neuquén,13.80825793793588,8.758419346729529
387,2018,2,Neuquén,12.524564515572129,10.24940564414595
388,2018,1,Neuquén,11.335011477909307,10.494502277136029
389,2017,4,Neuquén,10.154245401103218,11.628299594549915
390,2024,1,Río Negro,68.16859182897807,
391,2023,4,Río Negro,67.48751257889643,1.009192995941909
392,2023,3,Río Negro,64.44412273908921,4.722525050311875
393,2023,2,Río Negro,68.16859182897807,-5.463614532676332
394,2023,1,Río Negro,60.92322294637044,11.892622438877847
395,2022,4,Río Negro,61.53717117439479,-0.9976867904513221
396,2022,3,Río Negro,67.44138258429604,-8.754582399792113
397,2022,2,Río Negro,28.203594990110414,139.12335504727088
398,2022,1,Río Negro,26.618659371941998,5.954227806976084
399,2021,4,Río Negro,23.196641834630867,14.75221095237291
400,2021,3,Río Negro,21.88497093059446,5.993477936051246
401,2021,2,Río Negro,20.45049083867744,7.014404217643659
402,2021,1,Río Negro,18.801837328573047,8.768576609260109
403,2020,4,Río Negro,18.549874456483252,1.3582996083390357
404,2020,3,Río Negro,18.016645272197586,2.959647460609771
405,2020,2,Río Negro,17.087231855181255,5.439227517326107
406,2020,1,Río Negro,16.399483986858588,4.193716514945107
407,2019,4,Río Negro,14.877680541135756,10.22876813032213
408,2019,3,Río Negro,14.015204962056897,6.15385633969552
409,2019,2,Río Negro,10.072452304069234,39.14391986145028
410,2019,1,Río Negro,10.167898465562049,-0.9387009696849744
411,2018,4,Río Negro,10.211683798796614,-0.4287768217003043
412,2018,3,Río Negro,9.73572366334191,4.888800790914445
413,2018,2,Río Negro,9.163814763665524,6.240947841329151
414,2018,1,Río Negro,8.65548728413596,5.872892684635354
415,2017,4,Río Negro,7.772711938583854,11.35736603295429
416,2024,1,Salta,81.57439638964611,
417,2023,4,Salta,80.33057668561827,1.548376415739744
418,2023,3,Salta,78.13383957950474,2.811505383500642
419,2023,2,Salta,81.56987393276151,-4.21238159089116
420,2023,1,Salta,74.31147287100951,9.767537610714824
421,2022,4,Salta,73.43726622947635,1.1904128331812456
422,2022,3,Salta,81.56987393276151,-9.970111894483143
423,2022,2,Salta,37.52638648075324,117.36671601620252
424,2022,1,Salta,35.503332030478695,5.6982100962743525
425,2021,4,Salta,32.8385327649758,8.11485484011958
426,2021,3,Salta,30.201355083157587,8.731984623063791
427,2021,2,Salta,28.273858504792866,6.817239246061798
428,2021,1,Salta,26.39852255643106,7.103942822379452
429,2020,4,Salta,24.468538716046748,7.8876138161802345
430,2020,3,Salta,23.16646599869502,5.620506457156969
431,2020,2,Salta,21.72973250751004,6.6118323853661325
432,2020,1,Salta,20.616595155101205,5.3992298147902895
433,2019,4,Salta,18.295640407086317,12.685834965995118
434,2019,3,Salta,14.026599598248099,30.435322395396636
435,2019,2,Salta,11.881505432877672,18.054060383919634
436,2019,1,Salta,10.377023718495426,14.498200593882638
437,2018,4,Salta,10.45738345048968,-0.7684497023056981
438,2018,3,Salta,9.28646817124839,12.608833171544498
439,2018,2,Salta,8.946583362525807,3.799045903336076
440,2018,1,Salta,9.20625405780554,-2.8205901515347604
441,2017,4,Salta,8.462333892014845,8.790957379886247
442,2024,1,San Juan,24.05561084131776,
443,2023,4,San Juan,19.34283292316636,24.364465830168236
444,2023,3,San Juan,19.117745936566084,1.1773719943089926
445,2023,2,San Juan,24.05561084131776,-20.52687390615095
446,2023,1,San Juan,16.524165849440386,45.57836722591618
447,2022,4,San Juan,14.517228690308784,13.824519830505713
448,2022,3,San Juan,24.05561084131776,-39.65138201614865
449,2022,2,San Juan,12.771398269044985,88.35534163571724
450,2022,1,San Juan,11.650012315997188,9.625620322374841
451,2021,4,San Juan,10.439690662597863,11.593462799961374
452,2021,3,San Juan,6.630160361335129,57.457589162980696
453,2021,2,San Juan,6.581987711096753,0.7318860555932146
454,2021,1,San Juan,6.500342238746854,1.2560180579913351
455,2020,4,San Juan,6.007580114606865,8.202339623268347
456,2020,3,San Juan,5.7043602105344835,5.315581290122821
457,2020,2,San Juan,5.908093813147598,-3.448381306331585
458,2020,1,San Juan,5.611839819631305,5.279088552740571
459,2019,4,San Juan,5.924339920583618,-5.274850956248442
460,2019,3,San Juan,5.963141946428083,-0.650697672352193
461,2019,2,San Juan,5.585503274487472,6.761050050145448
462,2019,1,San Juan,5.788155262417555,-3.5011498265414662
463,2018,4,San Juan,5.659760729510562,2.2685505455651387
464,2018,3,San Juan,5.728237775468743,-1.1954295307264449
465,2018,2,San Juan,5.380875493362038,6.455497484288906
466,2018,1,San Juan,5.381720430107527,-0.01570012334275306
467,2017,4,San Juan,5.832260073010133,-7.724958031065208
468,2024,1,San Luis,172.62389814850408,
469,2023,4,San Luis,173.5548260141578,-0.5363883488770217
470,2023,3,San Luis,98.99188308845255,75.32227956415454
471,2023,2,San Luis,172.61330955614784,-42.651071726162364
472,2023,1,San Luis,54.47167316536619,216.886373275381
473,2022,4,San Luis,29.912611019080018,82.10270287211291
474,2022,3,San Luis,172.61330955614784,-82.67073895055003
475,2022,2,San Luis,16.966907303209272,917.3528178791796
476,2022,1,San Luis,15.949063048629887,6.381843569593411
477,2021,4,San Luis,15.769249316359415,1.1402808634899815
478,2021,3,San Luis,16.287653668635038,-3.182805595098747
